connectance,web asymmetry,links per species,cluster coefficient,NODF,weighted NODF,interaction strength asymmetry,specialisation asymmetry,linkage density,weighted connectance,Shannon diversity,interaction evenness,Alatalo interaction evenness,H2,number.of.species.HL,number.of.species.LL,cluster.coefficient.HL,cluster.coefficient.LL,weighted.cluster.coefficient.HL,weighted.cluster.coefficient.LL,niche.overlap.HL,niche.overlap.LL,extinction.slope.HL,extinction.slope.LL,robustness.HL,robustness.LL,generality.HL,vulnerability.LL,niche.overlap.bray.HL,niche.overlap.bray.LL,niche.overlap.jaccard.HL,niche.overlap.jaccard.LL,net_size,net_id,links,net_n
0.25333333333333335,0.18032786885245902,3.737704918032787,0.2,65.78425466409337,44.060467907242106,-0.10222352472793479,0.9441940029334644,6.956794300131289,0.1140458081988736,3.930054668331697,0.5777457505878548,0.5009229729369694,0.25526437496839605,36,25,0.460996796012816,0.633791187057474,0.9217093415245058,0.844055941409787,0.4865476691532127,0.27915003011148415,4.918601860731909,4.447390286323775,0.8092022681427202,0.7966347556205774,3.7526537939928835,10.160934806269694,0.1834748475816596,0.12607116319386139,0.11586431277714947,0.07820295828613893,900,stsp_01_01,1,1
0.4411764705882353,0.030303030303030304,3.6363636363636362,0.3125,79.13246258949384,49.74283528971029,-0.10434645140862074,0.29044023656316115,4.6694950312745664,0.1414998494325626,3.1990008948847453,0.5706589096533098,0.3861831544965356,0.1663608052688069,17,16,0.7811051564310544,0.826324040624361,0.9828729111050214,0.928362116703244,0.8117258569751631,0.5524205440743429,7.455076935767886,6.660682607848943,0.8745745003719827,0.8632903258875211,3.755649431463558,5.583340631085575,0.32788004922039565,0.24763884226006,0.21762683093725677,0.15759875722349648,272,stsp_01_02,1,2
0.27310924369747897,0.24444444444444444,2.888888888888889,0.23529411764705882,63.172034407442965,43.960372204535624,-0.05010335033231665,-0.9256430194225924,5.3980736013459865,0.11995719114102192,3.8232988827047287,0.6201199939888487,0.5661734522294872,0.2895236459927996,28,17,0.5530136738022837,0.5193060106617108,0.8875645082376312,0.7864845684872676,0.42647395244019665,0.3208484688748816,5.466628707375937,3.526756003114896,0.826293411915703,0.7694223046919171,4.924749929551655,5.871397273140319,0.17002208571536934,0.1527624746464319,0.10950730583372696,0.09188458303025937,476,stsp_02_01,1,3
0.5333333333333333,0.25,1,0.3333333333333333,57.69230769230769,46.15384615384615,-5.707375801366294,0.0727902344033932,1.7194720841867852,0.21493401052334815,1.0535064515183965,0.38902766687619245,0.5253059764966286,0.4166363393899683,5,3,0.8613333333333334,0.7776000000000001,0,0,0.5900289735098204,0.42798405383349536,3.153223862812142,1.6346054664536145,0.7640713562209039,0.5985,1.1998852729319858,2.239058895441585,0.18106342053334784,0.12789392179636086,0.11822760572760573,0.07248096978904561,15,stsp_03_01,0.9999999999999999,4
0.4,0.09090909090909091,1.0909090909090908,0.30000000000000004,72,62,-8.985732462706007,-0.20313123940672953,1.933557215248761,0.17577792865897826,1.181889067260103,0.3474920548958312,0.5974077289107149,0.17216746350615225,6,5,0.5002277904328019,0.9745634016704632,0,0,0.9973706347179214,0.5465940290745618,1.8374844059686768,1.8939309394219994,0.6396190673213067,0.6670202189112023,1.2221590922367838,2.644955338260739,0.2508492521376027,0.27078095569810895,0.17878895533773365,0.20690476190476184,30,stsp_03_02,1,5
0.43333333333333335,0.09090909090909091,1.1818181818181819,0.4,74.66666666666667,69.33333333333333,-0.2317377332567748,-0.35760643023012056,2.416312456907,0.21966476880972727,1.9035829311387835,0.5596802294986208,0.608942738239328,0.19945223301341253,6,5,0.6767441860465117,0.7790697674418605,0,0,0.664696965369305,0.5163291247004628,2.0219901879511206,2.214068724260119,0.6611964416167468,0.6822979966889803,2.222414402236925,2.610210511577074,0.25955215062599296,0.19936308753728454,0.17264181468587741,0.13647126436781606,30,stsp_03_03,1,6
0.5625,-0.14285714285714285,1.9285714285714286,0.625,93.02325581395348,66.86046511627907,0.09636929648726106,-1,2.926579187412861,0.20904137052949007,2.4836965196351053,0.6415829383792752,0.6013514560123268,0.39076225690893596,6,8,0.8096590909090909,0.7646780303030303,0.7499564036770385,0.7973681909591676,0.5809966200516347,0.5527587333481984,3.374493643199563,4.529206804341775,0.7615699446974908,0.8011738182353418,3.172118499473914,2.681039875351808,0.23261371509847437,0.254187383678603,0.14447208309600928,0.16352896001296344,48,stsp_03_04,1,7
0.4265232974910394,-0.55,2.975,0.3870967741935484,67.6600550702347,46.54148413130449,0.12562215882269676,-0.9002904149821765,5.626981150193482,0.14067452875483705,3.8088479434380433,0.6763815837532051,0.5101984222075651,0.27839165832757923,9,31,0.5692503866084266,0.7200261657788991,0.7849997640144374,0.9987878928811234,0.398321457690441,0.3954010590438079,3.1897936199310264,13.745647164815333,0.7472290361817105,0.9240406956544434,7.265541415406825,3.9884208849801395,0.2542354548827567,0.18643530113330012,0.15361526173244225,0.11852854074127057,279,stsp_04_01,1,8
0.5238095238095238,-0.07692307692307693,1.6923076923076923,0.42857142857142855,66.66666666666667,48.37962962962963,-0.4323131176657582,-0.10996079356560244,2.235006356242782,0.1719235658648294,1.6291248806880414,0.4358664748534579,0.580764599031053,0.35557068297678457,6,7,0.5139143827668418,0.6702111948013586,0.6756205780069552,0.6736571865405919,0.5175462181444601,0.6408753924038701,3.323672279361694,4.193696886513683,0.7626573016642875,0.8051307497800135,1.9319311010683566,2.538081611417208,0.19099952689578298,0.20488784851456215,0.1333384360414872,0.12797131354582167,42,stsp_05_01,1,9
0.6875,-0.23076923076923078,4.230769230769231,0.6875,74.57131252585799,42.310505992324174,0.05350357597034607,-1,6.356641342273874,0.24448620547207206,3.9521273517912148,0.7787176352321895,0.6329226066390924,0.24684560675629824,10,16,0.7880205402363534,0.7980303882948789,0.9751489457894797,0.9987493354076821,0.46909005163434425,0.5187048709251358,10.765069705248688,18.058038625587578,0.9061052514589043,0.9425238295263292,7.6987246905576825,5.014557993990065,0.3228476565426929,0.34345770316594115,0.20028160797482608,0.22063858772730766,160,stsp_06_01,1,10
0.47619047619047616,-0.2631578947368421,2.1052631578947367,0.5,56.82813355227149,36.98686371100165,0.032165101313278,0.9994220494601418,2.6890852022298217,0.14153080011735905,2.8086179547355155,0.6338826636814953,0.7043937106537549,0.6713397289867052,7,12,0.47526249576619733,0.6095431640503494,0.7329479756644952,0.8247407823320232,0.26010802198713684,0.23691786845232102,3.9086776453253598,6.59423457403038,0.7841081431849739,0.8666461808768158,2.559056229606972,2.819114174852672,0.21798849133841713,0.1259544022838589,0.1438510974379392,0.08024607416387025,84,stsp_07_01,1,11
0.1438423645320197,-0.09375,2.28125,0.08571428571428572,35.49249673625298,16.455645032068606,0.0053006157258560045,0.12250414209098996,6.581074766946875,0.10282929323354492,4.606630615568533,0.6654438228782577,0.7181151375284199,0.43564416519875954,29,35,0.26534724721122704,0.29253886910449056,0.6188623428406058,0.717271802121345,0.15234472702929516,0.17696401643214454,2.821231670300062,2.9827165255958303,0.727320483413092,0.7384232209217737,6.9133317555364675,6.248817778357283,0.10410954811666122,0.11898217460411094,0.06167203352578119,0.07418115018520044,1015,stsp_08_01,1,12
0.6370370370370371,0.6875,2.6875,0.6,67.34379809172053,23.79730200385544,-0.2929197455121622,1,8.2414459078162,0.25754518461925624,4.043362253209588,0.8242886353650453,0.8346883547439066,0.49657850516326785,27,5,0.6370027409437736,0.743367821484719,1,0.7194638823606708,0.48320491507681274,0.20455828315529642,24.22000017064768,4.111305251825976,0.9571364389159227,0.802732164642552,2.229942118829569,14.25294969680283,0.3991431589233204,0.20520534380783173,0.28554065291501407,0.11778919916489358,135,stsp_09_01,0.9999999999999999,13
0.3051948051948052,0.12,1.88,0.2727272727272727,45.41095890410959,20.433789954337897,-0.19147065921301012,0.9999753650701572,4.367298018546113,0.17469192074184453,3.366542988390669,0.6683690028723863,0.8062140098673428,0.6501822380148268,14,11,0.30510674193757703,0.5685224839400428,0.568075044197345,0.4002000614253776,0.44918954545677464,0.13371393308252416,4.038936230569657,3.490414760043076,0.792439257115154,0.7725434851764762,2.268445196311504,6.466150840780721,0.33708752938603687,0.07945438174051363,0.24210121286601963,0.04665401452876446,154,stsp_10_01,1,14
